gene,dep_score
GENE0069,-0.3695052019039484
GENE0070,-0.08096507856710995
GENE0071,0.05749457907590979
GENE0072,-0.08667642876642286
GENE0073,0.09327384069324166
GENE0074,-2.3789256878163596
GENE0075,0.4410646977675636
GENE0076,-1.4044566979810365
GENE0077,-2.1666455112290612
GENE0078,1.3813479064912069
GENE0079,-1.2855152791991058
GENE0080,0.17986910595420905
GENE0081,-0.7725614870648787
GENE0082,-0.6784662158704471
GENE0083,0.4836547685821585
GENE0084,-1.0482249591915083
GENE0085,0.3726742754149822
GENE0086,0.3806924762430092
GENE0087,1.164447913936147
GENE0088,-0.33621322049705094
GENE0089,1.0465822533642106
GENE0090,1.7206947067420648
GENE0091,1.5866822794204654
GENE0092,0.5860769567913948
GENE0093,0.44916607192900415
GENE0094,2.8494549607259407
GENE0095,2.2321759587975563
GENE0096,-0.7666172841087739
GENE0097,0.9236090362782893
GENE0098,0.601959232063568
GENE0099,0.07226746149832086
GENE0100,0.15331229812215103
GENE0101,0.4877851124623137
GENE0102,0.9373584773295993
GENE0103,0.2187698616516345
GENE0104,0.339793714559767
GENE0105,1.392140314142641
GENE0106,0.31772024342736876
GENE0107,0.5450224817130815
GENE0108,0.9902300965794345
GENE0109,1.6332624160584217
GENE0110,1.2270409292003972
GENE0111,0.37721495282689266
GENE0112,0.20781545397606396
GENE0113,-1.2236035778514136
GENE0114,0.29206254410355154
GENE0115,-1.0371697599458227
GENE0116,-1.0240394415157577
GENE0117,0.6505089274690512
GENE0118,-0.10057718357575464
GENE0119,0.4722094960293684
GENE0120,-0.6269631173779989
GENE0121,1.201204007476163
GENE0122,0.14377218005623457
GENE0123,1.1877283270336183
GENE0124,0.6734404901818256
GENE0125,0.16524903859866213
GENE0126,-0.47852741111072156
GENE0127,0.03150757764886403
GENE0128,0.8280104854866206
GENE0129,0.6976577341539597
GENE0130,-1.1955846525037421
GENE0131,1.0256820527459456
GENE0132,-0.2139079414751082
GENE0133,0.8152637210038772
GENE0134,-0.6974882614105615
GENE0135,0.6378552876565751
GENE0136,-0.7965918828262021
GENE0137,0.12935683165923514
GENE0138,-0.2980298067196495
GENE0139,-0.2855725668594085
GENE0140,-0.5665872435909065
GENE0141,-0.15357909625050895
GENE0142,-1.7406346901674916
GENE0143,0.8765996934014191
GENE0144,0.9616865870883877
GENE0145,-0.4427738728469823
GENE0146,-1.3797546259079334
GENE0147,-0.6467092698202764
GENE0148,0.9476143296978757
GENE0149,0.6255207733817739
GENE0150,-0.30035356091877463
GENE0151,0.8972747801405839
GENE0152,-1.0414807563325195
GENE0153,-0.6126363310909915
GENE0154,0.47460724668348964
GENE0155,-0.09591332970445857
GENE0156,-0.5892256991552035
GENE0157,-2.5121277305114025
GENE0158,0.6712163346120159
GENE0159,0.3237218133973122
GENE0160,-1.7429223285514202
GENE0161,0.6003256861085275
GENE0162,-0.014363758758586748
GENE0163,0.27883477737431556
GENE0164,0.9451932065760001
GENE0165,-0.7398868049493273
GENE0166,0.7135642142391335
GENE0167,0.6838541519834499
GENE0168,0.7615157392601775
GENE0169,1.635955778306173
GENE0170,0.6587348427546967
GENE0171,-0.5615577103391871
GENE0172,1.798384420138548
GENE0173,-1.1073125456047812
GENE0174,-0.4627235943580139
GENE0175,-0.964469711004393
GENE0176,-0.1027607995418483
GENE0177,1.0822192832103554
GENE0178,1.297785956840585
GENE0179,0.46351741580390327
GENE0180,-0.6093910635812475
GENE0181,-0.5536205981505344
GENE0182,-0.6031961366575651
GENE0183,0.9528406823236886
GENE0184,-0.9065393256103157
GENE0185,0.8645262754121827
GENE0186,-0.03259407162425542
GENE0187,0.1720510724519307
GENE0188,1.5117183839006723
GENE0189,-0.4753340140573231
GENE0190,1.661728596147394
GENE0191,-1.4094526593736707
GENE0192,-0.824763693936503
GENE0193,-1.5783914031016368
GENE0194,-0.7467818840498868
GENE0195,0.5828820972117233
GENE0196,0.7377290649636312
GENE0197,0.3067753034739905
GENE0198,0.26709196166534926
GENE0199,-1.1733269767074714
GENE0200,-1.3268318329262696
GENE0201,0.30389000748699874
GENE0202,1.3478069773059966
GENE0203,-0.3641347603647214
GENE0204,-1.268559616590313
GENE0205,-1.533280477749828
GENE0206,-0.6806517146139357
GENE0207,1.5795438221690692
GENE0208,-0.20773953753241156
GENE0209,-1.037943374056448
GENE0210,-0.6094708441644298
GENE0211,-0.4835449713031524
GENE0212,0.2656134152217038
GENE0213,-0.6600164535755245
GENE0214,-0.88993957467117
GENE0215,-0.18801698454297686
GENE0216,0.46867032459622227
GENE0217,0.71704376792885
GENE0218,0.550532016267197
GENE0219,-0.4574969296706332
GENE0220,-1.6950770180267947
GENE0221,-0.7985161428769869
GENE0222,0.2840813932760513
GENE0223,-1.3336352855099138
GENE0224,0.2526192229828111
GENE0225,-0.5899759491773432
GENE0226,-0.5821639535030836
GENE0227,1.119507008022189
GENE0228,0.21873262987857625
GENE0229,1.3702561728264784
GENE0230,-0.9392529879627134
GENE0231,1.1307411921308461
GENE0232,0.9090804102421112
GENE0233,-2.9950027798647287
GENE0234,-0.0882707117695446
GENE0235,1.5422244089235955
GENE0236,0.7780573811679959
GENE0237,-0.44132115656795384
GENE0238,-0.2327903906718245
GENE0239,-1.3030487812371978
GENE0240,0.20629249006022807
GENE0241,-1.7931720812254517
GENE0242,-1.0153067439861525
GENE0243,1.1191643604654822
GENE0244,-0.02056504387532332
GENE0245,-0.3634260488797557
GENE0246,-0.10591112305144375
GENE0247,2.741894012487202
GENE0248,1.0351879907581838
GENE0249,-0.7756413745956193
GENE0250,1.6667497504903537
GENE0251,-0.08879493790855504
GENE0252,0.7397169333609636
GENE0253,-0.5866304527666428
GENE0254,-0.9378559883180094
GENE0255,0.8019126612557663
GENE0256,-0.7688867493664763
GENE0257,-0.7813181154981489
GENE0258,0.8978342991592051
GENE0259,-1.162069029694606
GENE0260,-1.4192520017477464
GENE0261,0.5450543963499954
GENE0262,-1.959881624692813
GENE0263,-0.7517256566679622
GENE0264,-0.3656461120005291
GENE0265,-1.3453069899370451
GENE0266,-1.1173905214054018
GENE0267,0.6658729284349504
GENE0268,0.2924530661220612
GENE0269,-0.9457114683003488
GENE0270,0.5294855660350913
GENE0271,1.519278441010666
GENE0272,-1.28241780993394
GENE0273,0.061255794842068084
GENE0274,1.97665134753273
GENE0275,0.611159889048419
GENE0276,0.8133851241006896
GENE0277,-0.2001526705001544
GENE0278,-0.7979637561376178
GENE0279,1.1433716948773616
GENE0280,0.6537249441620315
GENE0281,-0.05152318523520336
GENE0282,-0.46533572482333047
GENE0283,-1.7477252284191138
GENE0284,0.15590622911900587
GENE0285,-0.6917127645637496
GENE0286,-0.13185426838104947
GENE0287,0.6709753842534179
GENE0288,0.8200027057036074
GENE0289,0.7190009690459168
GENE0290,2.255064332205275
GENE0291,1.1651185291801494
GENE0292,-0.7460781757727031
GENE0293,-0.8183019235473779
GENE0294,2.328150724588983
GENE0295,-0.6633261582929174
GENE0296,-0.04413534253316379
GENE0297,1.7448590877563592
GENE0298,1.7153158744955939
GENE0299,-0.0546320291626752
GENE0300,0.2419430815388782
GENE0301,-1.6351093020806682
GENE0302,-0.9083487005220875
GENE0303,-0.3652591301096782
GENE0304,-0.005660169488668078
GENE0305,-0.3233204760570791
GENE0306,0.15229398157573193
GENE0307,2.192701513895415
GENE0308,0.46434086089902904
GENE0309,0.30870718775477546
GENE0310,0.001826355891416653
GENE0311,-0.17190760499977303
GENE0312,1.2329446002097502
GENE0313,-0.9912614307154949
GENE0314,-0.12557952506605788
GENE0315,-1.0957772310844156
GENE0316,0.08712970192339368
GENE0317,0.11905032223362909
GENE0318,0.9205065081130677
GENE0319,1.197661620816487
GENE0320,0.6630643333001591
GENE0321,1.6222592870903558
GENE0322,1.5885032679728093
GENE0323,0.3153586880551328
GENE0324,0.3733468626253329
GENE0325,-1.9362816917018002
GENE0326,0.3202432047275546
GENE0327,-0.005091553877844317
GENE0328,-1.6884952118834913
GENE0329,-0.43138603184179836
GENE0330,0.9574239667720826
GENE0331,-1.2387743263168363
GENE0332,1.2929511646847092
GENE0333,0.47479931873797876
GENE0334,-0.22838809024354395
GENE0335,-0.14232728717871945
GENE0336,0.8299271042495487
GENE0337,-1.4313942795106365
GENE0338,2.040761939896942
GENE0339,-0.8134195295344778
GENE0340,-0.7652832419470891
GENE0341,1.2207681971892839
GENE0342,0.790052335011729
GENE0343,1.3253916956498109
GENE0344,1.0459810738644797
GENE0345,0.37639592879811495
GENE0346,-1.276384146623089
GENE0347,-0.47283991003866904
GENE0348,0.19843936462172615
GENE0349,-0.017182570460341117
GENE0350,-2.052782820682623
GENE0351,1.0444053593549885
GENE0352,1.7311424619714604
GENE0353,1.4640951986919595
GENE0354,-1.0178596264768776
GENE0355,0.43596677973854364
GENE0356,-2.126498084584922
GENE0357,1.690018141983042
GENE0358,-1.9398769097788113
GENE0359,0.41050876324720337
GENE0360,1.1625796886231055
GENE0361,1.2913217309307357
GENE0362,0.34397051471290857
GENE0363,-1.4256500491067416
GENE0364,-0.10117579304428566
GENE0365,-0.26831847418494864
GENE0366,0.36835915904694766
GENE0367,0.9877459840157494
GENE0368,0.6620408823082948
GENE0369,2.121616557669537
GENE0370,0.6610508551222171
GENE0371,-0.3888175083058831
GENE0372,1.6299795521601819
GENE0373,-0.31452806494466234
GENE0374,0.2818635109543874
GENE0375,0.1807779263636032
GENE0376,-2.2932313583102384
GENE0377,0.2768199534242827
GENE0378,0.28943995350059304
GENE0379,-0.20970505497238165
GENE0380,-0.14128697525919692
GENE0381,-1.2844034935218471
GENE0382,0.08246330883800362
GENE0383,1.5029254864018617
GENE0384,-0.17726956801098367
GENE0385,-0.5221257514855702
GENE0386,-0.6077288948101016
GENE0387,2.0170879081873316
GENE0388,-1.3552434888770633
GENE0389,0.8449497673368574
GENE0390,0.11141180514668009
GENE0391,1.9208964234569852
GENE0392,1.3112654208840355
GENE0393,-0.08831802596201337
GENE0394,-1.5414686375761777
GENE0395,1.429639843271909
GENE0396,1.4580436676443578
GENE0397,-1.1049019945184597
GENE0398,0.7452334972051312
GENE0399,-0.8007665488593981
GENE0400,-0.7761903063646081
GENE0401,-1.6093134194360432
GENE0402,0.9329052274993123
GENE0403,0.2711284260993098
GENE0404,0.4944997307083231
GENE0405,1.4524749367267566
GENE0406,0.6686246365934847
GENE0407,0.584562756836139
GENE0408,0.7492738790666627
GENE0409,-1.0645718442053753
GENE0410,-0.03446513461569266
GENE0411,-1.2062615546462505
GENE0412,-0.8999131106081608
GENE0413,-0.09181650149401265
GENE0414,1.0618876181746875
GENE0415,2.0582140138989584
GENE0416,-1.0851931628925275
GENE0417,0.17333041635848268
GENE0418,-0.07091043620613886
GENE0419,0.5272356224228922
GENE0420,0.5824098823089675
GENE0421,0.3624211642959292
GENE0422,-0.9671765424474777
GENE0423,0.39467542295282765
GENE0424,0.8923267130777718
GENE0425,-0.5133908324465025
GENE0426,1.9781649235905385
GENE0427,-0.2349131819469042
GENE0428,-0.6338601977945909
GENE0429,0.29637903840793156
GENE0430,-0.257589484139596
GENE0431,-1.367172814105484
GENE0432,-0.026156786522968385
GENE0433,1.5957024408984055
GENE0434,2.002532317439836
GENE0435,-0.5670414604907228
GENE0436,0.9052746036418157
GENE0437,0.13252945485308149
GENE0438,0.2838866296523059
GENE0439,1.2673712132137398
GENE0440,0.8520715282890425
GENE0441,0.15432041576149166
GENE0442,-0.9287442856855666
GENE0443,-1.1239808415658519
GENE0444,-0.06401811044731388
GENE0445,0.3236133274668825
GENE0446,0.5031718922590753
GENE0447,0.7819693533756539
GENE0448,0.9795851287980926
GENE0449,-2.4030766967545714
GENE0450,0.9034403330296308
GENE0451,-1.0474477765805246
GENE0452,1.114068574756973
GENE0453,0.3366443279422986
GENE0454,0.6305598177870343
GENE0455,-0.5409257482040764
GENE0456,0.28265132136603827
GENE0457,-1.8672125793902983
GENE0458,1.0952466167045747
GENE0459,-0.33083873864081675
GENE0460,-2.5890802948302896
GENE0461,1.0614835536592246
GENE0462,1.676773726652387
GENE0463,-0.8761295164040104
GENE0464,1.2127098857927494
GENE0465,-0.7497554511123924
GENE0466,-2.2665206299327094
GENE0467,-0.35789247427932736
GENE0468,0.32613645199293473
GENE0469,0.13355112937780175
GENE0470,0.10359794949464109
GENE0471,0.29642285776231825
GENE0472,0.21655566362289025
GENE0473,-0.21603830345786162
GENE0474,-0.6013813731533054
GENE0475,-0.2658008475467199
GENE0476,-0.3516725661580284
GENE0477,-0.3029226234349036
GENE0478,-1.1029534312854563
GENE0479,-0.5425943845171727
GENE0480,0.08222618878511484
GENE0481,0.30941891043639275
GENE0482,-0.06402894751868315
GENE0483,-0.18365991423533276
GENE0484,0.5344498735721634
GENE0485,0.8144686606150432
GENE0486,0.6800798787004845
GENE0487,-1.7499090854288946
GENE0488,-0.4554050912543668
GENE0489,0.7056545870353251
GENE0490,0.515397323677071
GENE0491,0.6798106013047429
GENE0492,0.314351508019426
GENE0493,-0.8535368023114268
GENE0494,1.2225645323408076
GENE0495,-1.3595888742132702
GENE0496,0.9857577924237387
GENE0497,-0.01637513124059962
GENE0498,-1.4726542242866636
GENE0499,-0.39615880055363
GENE0500,1.203751746517066
GENE0501,-0.5884016698305081
GENE0502,-1.2106023968143265
GENE0503,-0.28879028375880467
GENE0504,-0.8180749585415559
GENE0505,-1.2505999792285922
GENE0506,0.43753775222697083
GENE0507,0.7981723075978052
GENE0508,-0.5517314171911221
GENE0509,0.5236229236448857
GENE0510,-0.3870270149195225
GENE0511,-0.09971412915682
GENE0512,0.1234024109925685
GENE0513,1.4932835413920167
GENE0514,0.507558865172029
GENE0515,-0.9991131085398876
GENE0516,0.5158292357499967
GENE0517,-0.22118827023673274
GENE0518,-0.46636040890761027
GENE0519,-0.8397613575199904
GENE0520,-0.02626026255642295
GENE0521,-0.06013243528668315
GENE0522,-0.40218236454447936
GENE0523,-1.3911473440982642
GENE0524,-1.7071722930695223
GENE0525,0.1279844920146543
GENE0526,0.178204753456251
GENE0527,2.18312868735204
GENE0528,-0.17866300936309754
GENE0529,1.021424079171613
GENE0530,1.1952037223192256
GENE0531,-0.06106675539124377
GENE0532,0.07680100343757663
GENE0533,-0.4298437372777596
GENE0534,1.7751592107843002
GENE0535,-1.5084321712555864
GENE0536,-0.03964614863770247
GENE0537,1.3841229941036504
GENE0538,-0.1076800633335738
GENE0539,-0.5709374997786347
GENE0540,0.23288263694520128
GENE0541,0.5269880126825652
GENE0542,0.5674430736864792
GENE0543,0.2816433149354566
GENE0544,0.7500911196977396
GENE0545,0.9457010559986685
GENE0546,-1.1068829123791546
GENE0547,-0.37889182524765047
GENE0548,0.8696913262453613
GENE0549,0.48862002448055963
GENE0550,0.23460010834834738
GENE0551,0.6724788921182383
GENE0552,0.9521537347008596
GENE0553,-0.8580470590667832
GENE0554,-1.226944412143775
GENE0555,-1.1536814606847743
GENE0556,1.858674129136191
GENE0557,-1.0544325732479414
GENE0558,-0.23458712254500633
GENE0559,-0.18547829908481703
GENE0560,1.0310601652090412
GENE0561,-1.7383210989009736
GENE0562,-0.03926821095340596
GENE0563,1.2143883468486907
GENE0564,1.1148997621906016
GENE0565,0.4093119944364986
GENE0566,-0.2609390873799359
GENE0567,1.7576834466350173
GENE0568,-1.6719471765190104
GENE0569,0.9809852752118499
GENE0570,0.5081778886458632
GENE0571,0.5910366844076768
GENE0572,0.26580883024114654
GENE0573,0.2051801474470013
GENE0574,0.9307879958022176
GENE0575,-1.1530447886506225
GENE0576,-1.2465519455451306
GENE0577,0.16245323534382217
GENE0578,0.05215079168224529
GENE0579,0.1636601623397074
GENE0580,1.5904329835051998
GENE0581,-0.5793093535596417
GENE0582,0.7513187611407651
GENE0583,0.3844477037401778
GENE0584,2.366562402340485
GENE0585,-1.4021866514989232
GENE0586,-0.5460071183317489
GENE0587,-0.4567900340328422
GENE0588,1.3206028966041345
GENE0589,-0.8199185708358816
GENE0590,1.6579429995163342
GENE0591,1.5981083131346876
GENE0592,0.865612650893936
GENE0593,0.43737604022698706
GENE0594,-1.5561781889366058
GENE0595,0.18214950687834208
GENE0596,-1.4306716587383608
GENE0597,-0.3626263896115068
GENE0598,0.20310073329636347
GENE0599,-0.30887137896919903
GENE0600,0.9508056222091082
GENE0601,-0.1291761471296547
GENE0602,-1.5485822202711759
GENE0603,-1.060057226030689
GENE0604,-1.2739083901165977
GENE0605,-0.3164303777659374
GENE0606,1.247584857019788
GENE0607,0.5057460481466131
GENE0608,0.33950947157970146
GENE0609,-1.2853813931526517
GENE0610,2.3691638529901975
GENE0611,-0.028263162188416974
GENE0612,2.416912669832169
GENE0613,-0.8674214463025013
GENE0614,-0.5678464805360192
GENE0615,2.5996614902670028
GENE0616,-1.074993979255739
GENE0617,0.4187058206918793
GENE0618,-0.338205274478062
GENE0619,-0.8134123396910091
GENE0620,2.1610795966179577
GENE0621,-1.0041310508106343
GENE0622,0.8974350015972649
GENE0623,1.1043125974838122
GENE0624,-1.0118014554754755
GENE0625,-1.8972252908543603
GENE0626,-1.780639897263705
GENE0627,-0.7995834678077132
GENE0628,0.2226646687525109
GENE0629,0.3354421305038132
GENE0630,-0.18904657416632772
GENE0631,-0.10530658465079472
GENE0632,0.9740473583799217
GENE0633,0.7681529784031764
GENE0634,0.3787542251416788
GENE0635,-0.6169671181068717
GENE0636,0.7775727789499777
GENE0637,0.18120967742165658
GENE0638,-0.7478351472109102
GENE0639,-0.5768958770453613
GENE0640,1.2286477584372086
GENE0641,1.845381962583357
GENE0642,-0.5297267324304714
GENE0643,-2.0780681543322053
GENE0644,0.5874637169933624
GENE0645,-0.9032628262035356
GENE0646,0.7324981608261747
GENE0647,-0.37595727770164
GENE0648,2.2295984798227364
GENE0649,0.1122445053407973
GENE0650,0.9028507011135929
GENE0651,-1.2150537312839182
GENE0652,-2.8192914384307715
GENE0653,0.13533111840241674
GENE0654,0.26196309010184793
GENE0655,0.7202996356088945
GENE0656,-0.5538114536548805
GENE0657,-1.291838504643794
GENE0658,-1.6004953758484026
GENE0659,0.5531409147046624
GENE0660,0.7102909260938124
GENE0661,-0.8757583283962643
GENE0662,-0.5280346202841556
GENE0663,-0.7281854422482575
GENE0664,-1.89520748288077
GENE0665,0.19911560871651457
GENE0666,0.8460161166141956
GENE0667,-0.22334971073154378
GENE0668,-1.4224723046506123
GENE0669,-0.19832188345023347
GENE0670,1.3644226906234311
GENE0671,2.1299060617328665
GENE0672,0.2690971392612661
GENE0673,-0.7889410286958334
GENE0674,-1.985575460437312
GENE0675,-1.5459360942352005
GENE0676,-0.08888755018672592
GENE0677,0.2257654302024127
GENE0678,0.2566399244131745
GENE0679,-0.2629774654467402
GENE0680,-1.543222104760928
GENE0681,-1.576455929729469
GENE0682,0.14732436432418597
GENE0683,-0.8245678819804404
GENE0684,1.3048355415439372
GENE0685,-1.458912753505715
GENE0686,1.6870979236705455
GENE0687,-0.6664961822256021
GENE0688,0.2231890013647071
GENE0689,0.22316192930400555
GENE0690,-0.34400754985883303
GENE0691,-2.013482844627813
GENE0692,-0.48239538641784946
GENE0693,1.5224601960339834
GENE0694,-1.2807932750613495
GENE0695,-1.8421091473039353
GENE0696,-0.21887349696292271
GENE0697,-0.4123870654095842
GENE0698,-1.2928417580666416
GENE0699,-0.7525727147667658
GENE0700,-0.48107908293719875
GENE0701,-0.412874463465237
GENE0702,0.1627738223612863
GENE0703,0.7066632523226642
GENE0704,0.38707490517254467
GENE0705,0.3417487352318012
GENE0706,1.6801429555298988
GENE0707,1.0953032250052912
GENE0708,-2.9128401534924517
GENE0709,-0.3631618436276589
GENE0710,-1.576550190516952
GENE0711,-0.689136464137171
GENE0712,0.7710738648430818
GENE0713,-0.20118612407575126
GENE0714,-0.4283892633016004
GENE0715,1.3169715295415156
GENE0716,-1.5037779416127803
GENE0717,-0.09381435011968565
GENE0718,0.5487588588431971
GENE0719,0.02413470457869326
GENE0720,-1.163275211153044
GENE0721,-0.022567563312705183
GENE0722,0.8075121753696227
GENE0723,0.3572499732327698
GENE0724,0.3176914257448595
GENE0725,0.30744802953512257
GENE0726,0.1351916918110402
GENE0727,-1.2412608023836462
GENE0728,-0.3091021864017631
GENE0729,0.4308376930089883
GENE0730,-3.114509202550763
GENE0731,0.7571779658478263
GENE0732,0.3374244621253939
GENE0733,-1.0841797109141487
GENE0734,-0.746350099944262
GENE0735,-0.20384129632367373
GENE0736,0.41343495917363354
GENE0737,-0.3740266468770724
GENE0738,1.1670031079635066
GENE0739,0.41312561246719365
GENE0740,-0.7865714058807218
GENE0741,-0.47118191900406553
GENE0742,0.22757962349564587
GENE0743,0.728374031602327
GENE0744,0.6800154755101223
GENE0745,-0.09759375167107351
GENE0746,0.14949504754220225
GENE0747,-0.025101041388611755
GENE0748,0.8219899252646468
GENE0749,-0.9862445163062207
GENE0750,0.6028426927881737
GENE0751,-1.8524030630672448
GENE0752,0.45103295916915986
GENE0753,0.25621281566075865
GENE0754,-0.00037415191085327944
GENE0755,-2.132609330331054
GENE0756,1.5667240700979441
GENE0757,0.8984111450590041
GENE0758,0.025448333085432605
GENE0759,0.4587073307315477
GENE0760,-0.9393821511787948
GENE0761,0.5122731534487154
GENE0762,1.5600871471211124
GENE0763,-1.1780855897115183
GENE0764,2.692757483064791
GENE0765,-0.43692896019573085
GENE0766,0.8274078729419865
GENE0767,-0.8261107818218721
GENE0768,0.3904056328034139
GENE0769,-1.2739393889900783
GENE0770,-0.6589940135992426
GENE0771,-0.22857727997130367
GENE0772,-0.6558216104131183
GENE0773,-0.2414299669927129
GENE0774,0.975952863745776
GENE0775,-1.277085220600018
GENE0776,-1.1957531734875813
GENE0777,0.04705925490202444
GENE0778,-0.5641896711721861
GENE0779,-1.0037490560859974
GENE0780,0.132032789938094
GENE0781,-0.564366855654809
GENE0782,0.3361401962975113
GENE0783,-0.039760071494656865
GENE0784,-0.20121490244760423
GENE0785,-0.06823995780598015
GENE0786,1.0232404147483936
GENE0787,1.314104497110424
GENE0788,-0.1596042892909457
GENE0789,-1.0299675696349995
GENE0790,-1.5112916021430087
GENE0791,-2.233578153381158
GENE0792,-1.1759559511003568
GENE0793,-0.8523197017513618
GENE0794,-0.05253554887614222
GENE0795,-1.8805388273679782
GENE0796,1.4296912013305003
GENE0797,1.0635557457740161
GENE0798,1.2451703584515783
GENE0799,-0.5128902147522479
GENE0800,0.24400126107973663
GENE0801,-0.9473643186086584
GENE0802,1.5498095656014481
GENE0803,-1.2130250625402432
GENE0804,-0.5136253225408067
GENE0805,1.4234158750959633
GENE0806,2.4898121127481283
GENE0807,-0.0917264789213937
GENE0808,-0.414234225676356
GENE0809,-2.5071319369808713
GENE0810,1.7104520165245896
GENE0811,0.3081821779926003
GENE0812,-1.8839408205022823
GENE0813,0.8713568934768913
GENE0814,0.6138812820393205
GENE0815,-0.35439962315536616
GENE0816,-0.5578363689123994
GENE0817,0.7301253248364348
GENE0818,0.23394533381447996
GENE0819,0.486833642037625
GENE0820,1.2264947326098559
GENE0821,1.1931899534125747
GENE0822,0.7605131054725042
GENE0823,0.5852847040864307
GENE0824,-1.278184723779348
GENE0825,-1.1154591670196043
GENE0826,0.818522718004068
GENE0827,0.6472027784471447
GENE0828,0.5181817409352328
GENE0829,0.8403471898212221
GENE0830,-0.554003346709953
GENE0831,0.5649234322237021
GENE0832,-0.9888810121630713
GENE0833,0.062380140162429085
GENE0834,0.9293259499276398
GENE0835,-0.6768644678810902
GENE0836,1.9529079334965758
GENE0837,1.1340794938899716
GENE0838,1.372107154419962
GENE0839,-0.21115640124109236
GENE0840,-1.3889494374907536
GENE0841,-0.6985898307250517
GENE0842,0.5516669716449893
GENE0843,-0.279003033379824
GENE0844,0.7213651683586999
GENE0845,0.1504549173783988
GENE0846,-0.5897537532013102
GENE0847,0.9342152890594956
GENE0848,1.3517446999378013
GENE0849,-0.7321492123372021
GENE0850,0.5119076220208492
GENE0851,0.15659417915392052
GENE0852,0.2808796596113367
GENE0853,-0.10410746556216266
GENE0854,-1.2526814308633278
GENE0855,1.4095237575528217
GENE0856,-1.0435918670800048
GENE0857,-0.8706263381514543
GENE0858,0.6562705924235791
GENE0859,0.17987479984189614
GENE0860,-0.7960370419441086
GENE0861,-0.657547376480706
GENE0862,-0.15869749083707735
GENE0863,-0.43608217996898674
GENE0864,0.6465263240499457
GENE0865,-1.164219118256684
GENE0866,0.3633206791504235
GENE0867,1.5305348178813087
GENE0868,0.20136219256394736
GENE0869,-0.8882934081494894
GENE0870,-0.7230384817750796
GENE0871,0.04366447607196148
GENE0872,-0.6242140872163027
GENE0873,1.2346022720031895
GENE0874,-1.84038369746289
GENE0875,1.6389628180237394
GENE0876,-2.02498981352117
GENE0877,-0.041008873283271526
GENE0878,-1.0829722045308743
GENE0879,0.8201832387747617
GENE0880,-0.7740336765771412
GENE0881,-1.1330678478078213
GENE0882,-0.3400249821490265
GENE0883,-0.411008703763789
GENE0884,-1.9350301322854147
GENE0885,0.45451614377504707
GENE0886,-2.3926254913445897
GENE0887,1.1763373122369931
GENE0888,-0.33006487490335196
GENE0889,0.9530067793143007
GENE0890,-0.6005581851213412
GENE0891,-0.793107066809874
GENE0892,0.6517481414391002
GENE0893,-0.5841397575729183
GENE0894,-1.547606081000442
GENE0895,-0.08707687567252177
GENE0896,-1.3770696057185927
GENE0897,-0.012907222166126376
GENE0898,1.3789395012809849
GENE0899,0.9626683754358186
GENE0900,0.0018517311427626063
GENE0901,-0.16571872790200548
GENE0902,-0.3167853963271207
GENE0903,-0.6375453957718332
GENE0904,0.3550738828226099
GENE0905,-0.15788509607201345
GENE0906,-0.38169915196075527
GENE0907,0.27004773965400325
GENE0908,-2.0183767314742744
